"year","team","conference","rating","ranking","offense.ranking","offense.rating","defense.ranking","defense.rating","specialTeams.rating","conference_missing","ranking_missing","offense.ranking_missing","defense.ranking_missing","specialTeams.rating_missing"
2020,"Northern Illinois","Mid-American",-18.4,122,126,16,23,34.5,0.1,0,0,0,0,1
2020,"UL Monroe","Sun Belt",-18.4,122,109,21.6,6,39.6,0.1,0,0,0,0,1
2020,"UTEP","Conference USA",-18.6,124,121,17.9,16,36.2,0.1,0,0,0,0,1
2020,"UNLV","Mountain West",-19.7,125,108,22,3,41.5,0.1,0,0,0,0,1
2020,"UConn","FBS Independents",-22.3,126,122,17.7,5,40,0.1,0,0,0,0,1
2020,"Akron","Mid-American",-23.7,127,130,11.4,21,35.1,0.1,0,0,0,0,1
2020,"Bowling Green","Mid-American",-26.2,128,128,12.8,8,39,0.1,0,0,0,0,1
2020,"Massachusetts","FBS Independents",-31.3,129,125,16.7,1,47.8,0.1,0,0,0,0,1
2020,"New Mexico State","Conference USA",-31.5,130,129,12.2,2,43.8,0.1,0,0,0,0,1
2020,"nationalAverages","Unknown",0.482442748091603,65,65,28.4687022900763,65,27.9885496183206,0.1,1,1,1,1,1
2021,"Georgia","SEC",32,1,2,41.4,130,10.3,0.1,0,0,0,0,1
2021,"Ohio State","Big Ten",29.3,2,1,47.2,111,20.6,0.1,0,0,0,0,1
2021,"Alabama","SEC",26,3,4,40.9,122,15.6,0.1,0,0,0,0,1
2021,"Michigan","Big Ten",23.4,4,19,36.5,121,15.8,0.1,0,0,0,0,1
2021,"Cincinnati","Big 12",21.2,5,13,37.5,120,15.9,0.1,0,0,0,0,1
2021,"Texas A&M","SEC",21.1,6,35,33.6,124,14.9,0.1,0,0,0,0,1
2021,"Wisconsin","Big Ten",20.1,7,58,29.8,129,10.8,0.1,0,0,0,0,1
2021,"Clemson","ACC",18.7,8,71,28.3,128,11.6,0.1,0,0,0,0,1
2021,"Pittsburgh","ACC",17.6,9,9,38.2,102,21.4,0.1,0,0,0,0,1
2021,"Tennessee","SEC",17.5,10,7,39.4,84,23.8,0.1,0,0,0,0,1
2021,"Notre Dame","FBS Independents",17.4,11,20,36.2,116,18.9,0.1,0,0,0,0,1
2021,"Oklahoma State","Big 12",17.2,12,53,30.6,127,14.3,0.1,0,0,0,0,1
2021,"Oklahoma","SEC",16.8,13,3,41.1,73,25.6,0.1,0,0,0,0,1
2021,"NC State","ACC",16.1,14,39,33.1,117,17.7,0.1,0,0,0,0,1
2021,"Baylor","Big 12",15.6,15,39,33.1,118,17.1,0.1,0,0,0,0,1
2021,"Utah","Big 12",15.2,16,14,37.2,109,20.7,0.1,0,0,0,0,1
2021,"Ole Miss","SEC",14.8,17,17,36.8,95,22.4,0.1,0,0,0,0,1
2021,"Minnesota","Big Ten",14.4,18,63,29.3,123,15.4,0.1,0,0,0,0,1
2021,"Penn State","Big Ten",14.3,19,72,28,125,14.6,0.1,0,0,0,0,1
2021,"Iowa State","Big 12",14.3,19,34,33.8,112,20.2,0.1,0,0,0,0,1
2021,"Kansas State","Big 12",14.2,21,36,33.5,115,19,0.1,0,0,0,0,1
2021,"Arkansas","SEC",13.8,22,31,34.3,103,21.3,0.1,0,0,0,0,1
2021,"Kentucky","SEC",13.4,23,21,35.1,96,22.3,0.1,0,0,0,0,1
2021,"Western Kentucky","Conference USA",13.3,24,5,40.5,41,28.8,0.1,0,0,0,0,1
2021,"Coastal Carolina","Sun Belt",13.2,25,6,39.5,69,26.1,0.1,0,0,0,0,1
2021,"Arizona State","Big 12",11.8,26,36,33.5,107,20.9,0.1,0,0,0,0,1
2021,"Iowa","Big Ten",11.4,27,93,23.6,126,14.4,0.1,0,0,0,0,1
2021,"Michigan State","Big Ten",11.2,28,31,34.3,100,21.7,0.1,0,0,0,0,1
2021,"Florida","SEC",11,29,22,35,92,23.2,0.1,0,0,0,0,1
2021,"Auburn","SEC",11,29,56,30.2,114,19.8,0.1,0,0,0,0,1
2021,"Houston","Big 12",10.9,31,51,31.5,113,20,0.1,0,0,0,0,1
2021,"Miami","ACC",10.8,32,25,34.8,78,25,0.1,0,0,0,0,1
2021,"Fresno State","Mountain West",10.8,32,27,34.7,81,24.2,0.1,0,0,0,0,1
2021,"Mississippi State","SEC",10.5,34,28,34.6,97,22,0.1,0,0,0,0,1
2021,"App State","Sun Belt",10.3,35,49,32,87,23.5,0.1,0,0,0,0,1
2021,"Purdue","Big Ten",10.3,35,44,32.6,106,21.1,0.1,0,0,0,0,1
2021,"Nebraska","Big Ten",10.3,35,33,34.1,103,21.3,0.1,0,0,0,0,1
2021,"Oregon","Big Ten",10.2,38,22,35,70,26,0.1,0,0,0,0,1
2021,"Wake Forest","ACC",10.1,39,10,38,39,29.2,0.1,0,0,0,0,1
2021,"Texas Tech","Big 12",9.8,40,28,34.6,60,27.1,0.1,0,0,0,0,1
2021,"UCLA","Big Ten",9.4,41,12,37.7,54,27.8,0.1,0,0,0,0,1
2021,"Boise State","Mountain West",9.4,41,69,28.4,108,20.8,0.1,0,0,0,0,1
2021,"UAB","American Athletic",9.1,43,47,32.1,100,21.7,0.1,0,0,0,0,1
2021,"SMU","ACC",8.9,44,18,36.7,60,27.1,0.1,0,0,0,0,1
2021,"Oregon State","Pac-12",8.9,44,16,36.9,43,28.5,0.1,0,0,0,0,1
2021,"BYU","Big 12",8.9,44,14,37.2,51,27.9,0.1,0,0,0,0,1
2021,"Louisiana","Sun Belt",8.7,47,54,30.3,105,21.2,0.1,0,0,0,0,1
2021,"Texas","SEC",8.5,48,28,34.6,45,28.4,0.1,0,0,0,0,1
2021,"Liberty","Conference USA",8.4,49,47,32.1,93,23.1,0.1,0,0,0,0,1
2021,"San Diego State","Mountain West",8.3,50,92,23.7,118,17.1,0.1,0,0,0,0,1
2021,"Marshall","Sun Belt",8,51,43,32.8,87,23.5,0.1,0,0,0,0,1
2021,"Louisville","ACC",7.8,52,24,34.9,67,26.6,0.1,0,0,0,0,1
2021,"Florida State","ACC",7.6,53,58,29.8,94,23,0.1,0,0,0,0,1
2021,"Air Force","Mountain West",7.4,54,57,30,97,22,0.1,0,0,0,0,1
2021,"Virginia","ACC",7.2,55,8,39.3,31,31.5,0.1,0,0,0,0,1
2021,"Toledo","Mid-American",6.9,56,65,29,109,20.7,0.1,0,0,0,0,1
2021,"Washington State","Pac-12",6.7,57,49,32,70,26,0.1,0,0,0,0,1
2021,"UTSA","American Athletic",6.5,58,42,33,54,27.8,0.1,0,0,0,0,1
2021,"North Carolina","ACC",6.4,59,11,37.8,30,31.7,0.1,0,0,0,0,1
2021,"Maryland","Big Ten",6.2,60,25,34.8,57,27.4,0.1,0,0,0,0,1
2021,"Tulsa","American Athletic",5.8,61,67,28.7,83,24,0.1,0,0,0,0,1
2021,"UCF","Big 12",4.8,62,60,29.6,91,23.4,0.1,0,0,0,0,1
2021,"Army","American Athletic",4.7,63,66,28.8,87,23.5,0.1,0,0,0,0,1
2021,"Illinois","Big Ten",4.3,64,98,23.2,99,21.8,0.1,0,0,0,0,1
2021,"LSU","SEC",4.1,65,72,28,73,25.6,0.1,0,0,0,0,1
2021,"South Carolina","SEC",3.9,66,86,26,81,24.2,0.1,0,0,0,0,1
2021,"Nevada","Mountain West",3.6,67,54,30.3,63,26.9,0.1,0,0,0,0,1
2021,"California","ACC",3.4,68,77,27.5,78,25,0.1,0,0,0,0,1
2021,"Missouri","SEC",3.1,69,52,31.1,34,29.9,0.1,0,0,0,0,1
2021,"Virginia Tech","ACC",2.4,70,85,26.7,75,25.2,0.1,0,0,0,0,1
2021,"Georgia State","Sun Belt",1.8,71,77,27.5,65,26.7,0.1,0,0,0,0,1
2021,"West Virginia","Big 12",1.8,71,75,27.7,78,25,0.1,0,0,0,0,1
2021,"Miami (OH)","Mid-American",1.5,73,63,29.3,64,26.8,0.1,0,0,0,0,1
2021,"Memphis","American Athletic",1,74,60,29.6,51,27.9,0.1,0,0,0,0,1
2021,"Boston College","ACC",0.9,75,83,27,68,26.5,0.1,0,0,0,0,1
2021,"Wyoming","Mountain West",0.6,76,86,26,87,23.5,0.1,0,0,0,0,1
2021,"Western Michigan","Mid-American",0.6,76,39,33.1,40,29,0.1,0,0,0,0,1
2021,"East Carolina","American Athletic",0.5,78,79,27.4,47,28.3,0.1,0,0,0,0,1
2021,"Syracuse","ACC",0.3,79,81,27.1,75,25.2,0.1,0,0,0,0,1
2021,"Utah State","Mountain West",0.1,80,69,28.4,51,27.9,0.1,0,0,0,0,1
2021,"USC","Big Ten",-0.6,81,45,32.3,25,33.4,0.1,0,0,0,0,1
2021,"TCU","Big 12",-0.6,81,38,33.2,22,33.9,0.1,0,0,0,0,1
2021,"Washington","Big Ten",-0.7,83,101,22.8,86,23.6,0.1,0,0,0,0,1
2021,"Central Michigan","Mid-American",-1,84,68,28.5,38,29.3,0.1,0,0,0,0,1
2021,"San José State","Mountain West",-1.9,85,102,22.6,75,25.2,0.1,0,0,0,0,1
2021,"Hawai'i","Mountain West",-2.3,86,81,27.1,33,30.1,0.1,0,0,0,0,1
2021,"Colorado State","Mountain West",-2.4,87,97,23.3,72,25.9,0.1,0,0,0,0,1
2021,"Rutgers","Big Ten",-3,88,109,20.8,85,23.7,0.1,0,0,0,0,1
2021,"Tulane","American Athletic",-3.9,89,74,27.9,32,30.4,0.1,0,0,0,0,1
2021,"Middle Tennessee","Conference USA",-4,90,90,24,60,27.1,0.1,0,0,0,0,1
2021,"UTEP","Conference USA",-4.2,91,91,23.9,47,28.3,0.1,0,0,0,0,1
2021,"Florida Atlantic","American Athletic",-5.2,92,99,23.1,45,28.4,0.1,0,0,0,0,1
2021,"Kent State","Mid-American",-6.4,93,45,32.3,10,36.9,0.1,0,0,0,0,1
2021,"North Texas","American Athletic",-6.5,94,99,23.1,43,28.5,0.1,0,0,0,0,1
2021,"Troy","Sun Belt",-6.5,94,114,20.1,65,26.7,0.1,0,0,0,0,1
2021,"Georgia Tech","ACC",-6.7,96,83,27,28,32.4,0.1,0,0,0,0,1
2021,"Northern Illinois","Mid-American",-7.1,97,62,29.4,15,36.1,0.1,0,0,0,0,1
2021,"South Alabama","Sun Belt",-7.2,98,106,21.4,49,28,0.1,0,0,0,0,1
2021,"Old Dominion","Sun Belt",-7.4,99,107,21.2,49,28,0.1,0,0,0,0,1
2021,"Eastern Michigan","Mid-American",-7.8,100,80,27.2,9,37.2,0.1,0,0,0,0,1
2021,"Indiana","Big Ten",-7.8,100,112,20.4,58,27.3,0.1,0,0,0,0,1
2021,"Navy","American Athletic",-8.5,102,115,20,56,27.7,0.1,0,0,0,0,1
2021,"Buffalo","Mid-American",-9.5,103,89,24.6,26,33.1,0.1,0,0,0,0,1
2021,"Colorado","Big 12",-10,104,120,18.8,37,29.6,0.1,0,0,0,0,1
2021,"Stanford","ACC",-10.2,105,104,22.2,24,33.6,0.1,0,0,0,0,1
2021,"Northwestern","Big Ten",-11.1,106,118,19.4,58,27.3,0.1,0,0,0,0,1
2021,"Ball State","Mid-American",-11.2,107,105,21.6,23,33.7,0.1,0,0,0,0,1
2021,"Louisiana Tech","Conference USA",-11.6,108,93,23.6,19,34.4,0.1,0,0,0,0,1
2021,"Ohio","Mid-American",-11.6,108,88,25.1,17,35.2,0.1,0,0,0,0,1
2021,"South Florida","American Athletic",-12.1,110,95,23.5,14,36.2,0.1,0,0,0,0,1
2021,"Bowling Green","Mid-American",-12.4,111,125,17.1,35,29.8,0.1,0,0,0,0,1
2021,"Arizona","Big 12",-12.6,112,119,19.2,29,32.3,0.1,0,0,0,0,1
2021,"Duke","ACC",-13.5,113,96,23.4,13,36.3,0.1,0,0,0,0,1
2021,"Charlotte","American Athletic",-13.7,114,76,27.6,4,41.2,0.1,0,0,0,0,1
2021,"UNLV","Mountain West",-13.8,115,116,19.9,27,33,0.1,0,0,0,0,1
2021,"Southern Miss","Sun Belt",-14.2,116,128,15,42,28.6,0.1,0,0,0,0,1
2021,"Georgia Southern","Sun Belt",-15.3,117,121,18.4,21,34,0.1,0,0,0,0,1
2021,"Texas State","Sun Belt",-16,118,110,20.7,10,36.9,0.1,0,0,0,0,1
2021,"Arkansas State","Sun Belt",-17.9,119,108,21,7,40,0.1,0,0,0,0,1
2021,"New Mexico","Mountain West",-18.6,120,130,11.6,35,29.8,0.1,0,0,0,0,1
2021,"Temple","American Athletic",-19.1,121,123,17.5,20,34.1,0.1,0,0,0,0,1
2021,"Vanderbilt","SEC",-19.4,122,124,17.4,16,35.6,0.1,0,0,0,0,1
2021,"Kansas","Big 12",-19.7,123,103,22.3,5,40.6,0.1,0,0,0,0,1
2021,"UL Monroe","Sun Belt",-20.3,124,127,15.6,18,35.1,0.1,0,0,0,0,1
2021,"Florida International","Conference USA",-21.6,125,116,19.9,6,40.2,0.1,0,0,0,0,1
2021,"Rice","American Athletic",-22.9,126,122,18.2,8,38.3,0.1,0,0,0,0,1
2021,"Akron","Mid-American",-23.1,127,113,20.3,3,41.7,0.1,0,0,0,0,1
2021,"New Mexico State","Conference USA",-24.2,128,111,20.6,2,43.7,0.1,0,0,0,0,1
2021,"UConn","FBS Independents",-25.6,129,129,12.7,12,36.8,0.1,0,0,0,0,1
2021,"Massachusetts","FBS Independents",-29.3,130,126,16.1,1,43.9,0.1,0,0,0,0,1
2021,"nationalAverages","Unknown",1.98076923076923,65,65,28.6492307692308,65,26.6746153846154,0.1,1,1,1,1,1
2022,"Georgia","SEC",35.3,1,26,37.2,131,3.7,1.7,0,0,0,0,0
2022,"Michigan","Big Ten",32,2,21,38,128,7.6,1.6,0,0,0,0,0
2022,"Ohio State","Big Ten",31.1,3,4,45.1,116,15.7,1.7,0,0,0,0,0
2022,"Alabama","SEC",30.3,4,8,42.9,120,14.2,1.6,0,0,0,0,0
2022,"Tennessee","SEC",25.2,5,1,47.3,92,22.6,0.4,0,0,0,0,0
2022,"TCU","Big 12",24.3,6,6,43.3,101,20.2,1.2,0,0,0,0,0
2022,"Texas","SEC",23.1,7,20,38.1,118,15.6,0.7,0,0,0,0,0
2022,"Penn State","Big Ten",22.4,8,28,36.6,121,13.9,-0.3,0,0,0,0,0
2022,"Kansas State","Big 12",21.4,9,29,36.4,116,15.7,0.6,0,0,0,0,0
2022,"Utah","Big 12",19.2,10,25,37.3,111,17.3,-0.8,0,0,0,0,0
2022,"USC","Big Ten",18.9,11,2,46.6,68,26.3,-1.4,0,0,0,0,0
2022,"Oregon","Big Ten",18.9,11,5,44.9,66,26.5,0.5,0,0,0,0,0
2022,"Clemson","ACC",17.6,13,33,34.9,105,18.5,1.2,0,0,0,0,0
2022,"LSU","SEC",16.2,14,37,34.2,109,17.6,-0.5,0,0,0,0,0
2022,"Ole Miss","SEC",16.2,14,17,38.8,88,23.7,1.1,0,0,0,0,0
2022,"Minnesota","Big Ten",16,16,90,23.5,127,8.6,1.1,0,0,0,0,0
2022,"Illinois","Big Ten",15.9,17,98,20.6,129,5.5,0.8,0,0,0,0,0
2022,"Washington","Big Ten",15.7,18,12,41.2,75,25.5,0,0,0,0,0,0
2022,"Mississippi State","SEC",15.4,19,32,35.1,102,19.9,0.2,0,0,0,0,0
2022,"Oklahoma","SEC",15.4,19,13,40.8,66,26.5,1,0,0,0,0,0
2022,"UCLA","Big Ten",15,21,3,45.7,47,30.1,-0.7,0,0,0,0,0
2022,"Oregon State","Pac-12",14.3,22,41,33.3,108,17.7,-1.3,0,0,0,0,0
2022,"Florida State","ACC",13.2,23,34,34.8,98,20.4,-1.3,0,0,0,0,0
2022,"Cincinnati","Big 12",13.1,24,62,27.6,115,16.1,1.5,0,0,0,0,0
2022,"Kentucky","SEC",13,25,91,23.2,126,9.9,-0.3,0,0,0,0,0
2022,"Iowa","Big Ten",12.7,26,117,16,130,5.1,1.7,0,0,0,0,0
2022,"South Carolina","SEC",12.7,26,31,36,79,25.2,1.8,0,0,0,0,0
2022,"Tulane","American Athletic",12.4,28,47,32,103,19.7,0.1,0,0,0,0,0
2022,"Arkansas","SEC",12,29,19,38.3,68,26.3,0,0,0,0,0,0
2022,"Baylor","Big 12",11.7,30,22,37.6,71,26.1,0.2,0,0,0,0,0
2022,"Oklahoma State","Big 12",11.3,31,22,37.6,61,27.9,1.6,0,0,0,0,0
2022,"Maryland","Big Ten",11.2,32,39,33.8,87,24.2,1.7,0,0,0,0,0
2022,"South Alabama","Sun Belt",10.8,33,66,26.8,110,17.4,1.4,0,0,0,0,0
2022,"Florida","SEC",10.4,34,15,39.6,52,29.5,0.3,0,0,0,0,0
2022,"UCF","Big 12",10.3,35,55,31.1,99,20.3,-0.6,0,0,0,0,0
2022,"Notre Dame","FBS Independents",10.3,35,56,30.5,96,21.4,1.1,0,0,0,0,0
2022,"Washington State","Pac-12",9.5,37,78,25.1,113,16.7,1.1,0,0,0,0,0
2022,"Texas A&M","SEC",9.1,38,75,25.4,114,16.6,0.3,0,0,0,0,0
2022,"Louisville","ACC",9,39,65,27,104,19.1,1.1,0,0,0,0,0
2022,"Pittsburgh","ACC",8.6,40,43,32.8,81,24.7,0.5,0,0,0,0,0
2022,"Texas Tech","Big 12",8.5,41,18,38.5,45,30.5,0.5,0,0,0,0,0
2022,"Wisconsin","Big Ten",8.3,42,68,25.7,112,17.1,-0.4,0,0,0,0,0
2022,"Wake Forest","ACC",8.2,43,6,43.3,26,35.2,0,0,0,0,0,0
2022,"Missouri","SEC",8.1,44,67,26,107,18.3,0.3,0,0,0,0,0
2022,"Troy","Sun Belt",8.1,44,107,17.7,124,11.2,1.5,0,0,0,0,0
2022,"North Carolina","ACC",7.8,46,11,41.7,28,35,1.1,0,0,0,0,0
2022,"Purdue","Big Ten",7.7,47,49,31.6,93,22.4,-1.5,0,0,0,0,0
2022,"UTSA","American Athletic",7.2,48,16,39.3,39,32.6,0.5,0,0,0,0,0
2022,"NC State","ACC",6.8,49,99,20.4,119,15.3,1.6,0,0,0,0,0
2022,"Memphis","American Athletic",6.8,49,27,37,43,31.8,1.7,0,0,0,0,0
2022,"James Madison","Sun Belt",6.5,51,52,31.3,89,23.6,-1.2,0,0,0,0,0
2022,"Boise State","Mountain West",5.7,52,83,24.1,105,18.5,0.1,0,0,0,0,0
2022,"Iowa State","Big 12",5.3,53,107,17.7,125,10.6,-1.7,0,0,0,0,0
2022,"Auburn","SEC",5.1,54,46,32.6,61,27.9,0.5,0,0,0,0,0
2022,"Duke","ACC",5,55,61,29.4,81,24.7,0.3,0,0,0,0,0
2022,"SMU","ACC",4.7,56,10,42,17,38.1,0.9,0,0,0,0,0
2022,"Houston","Big 12",4.5,57,9,42.5,20,37.7,-0.3,0,0,0,0,0
2022,"Air Force","Mountain West",3.9,58,114,16.3,122,12.3,-0.1,0,0,0,0,0
2022,"Fresno State","Mountain West",3.3,59,64,27.1,84,24.4,0.6,0,0,0,0,0
2022,"Marshall","Sun Belt",3,60,121,15.7,123,11.4,-1.3,0,0,0,0,0
2022,"Kansas","Big 12",2.9,61,14,40.6,24,36,-1.7,0,0,0,0,0
2022,"Syracuse","ACC",2.5,62,63,27.4,81,24.7,-0.1,0,0,0,0,0
2022,"West Virginia","Big 12",2.4,63,30,36.3,31,34.5,0.6,0,0,0,0,0
2022,"Louisiana","Sun Belt",2,64,95,21.7,99,20.3,0.7,0,0,0,0,0
2022,"Western Kentucky","Conference USA",1.7,65,52,31.3,47,30.1,0.5,0,0,0,0,0
2022,"App State","Sun Belt",1.7,65,42,32.9,50,29.8,-1.4,0,0,0,0,0
2022,"Michigan State","Big Ten",1.2,67,48,31.9,51,29.7,-1,0,0,0,0,0
2022,"East Carolina","American Athletic",1.1,68,51,31.5,58,28.7,-1.7,0,0,0,0,0
2022,"Coastal Carolina","Sun Belt",0.6,69,44,32.7,44,30.6,-1.5,0,0,0,0,0
2022,"UAB","American Athletic",-0.5,70,68,25.7,77,25.3,-0.9,0,0,0,0,0
2022,"Nebraska","Big Ten",-1.2,71,74,25.5,74,25.6,-1.2,0,0,0,0,0
2022,"BYU","Big 12",-1.4,72,35,34.3,30,34.8,-0.8,0,0,0,0,0
2022,"North Texas","American Athletic",-1.5,73,52,31.3,33,34.1,1.3,0,0,0,0,0
2022,"Liberty","Conference USA",-1.5,73,83,24.1,76,25.4,-0.2,0,0,0,0,0
2022,"Army","American Athletic",-1.5,73,80,24.6,77,25.3,-0.9,0,0,0,0,0
2022,"Miami","ACC",-2.7,76,81,24.4,57,28.9,1.7,0,0,0,0,0
2022,"California","ACC",-3,77,91,23.2,73,25.9,-0.3,0,0,0,0,0
2022,"Arizona","Big 12",-3.2,78,22,37.6,6,41.1,0.2,0,0,0,0,0
2022,"Georgia State","Sun Belt",-3.3,79,40,33.7,16,38.3,1.4,0,0,0,0,0
2022,"Southern Miss","Sun Belt",-3.5,80,105,18.3,90,22.9,1.1,0,0,0,0,0
2022,"Toledo","Mid-American",-3.7,81,68,25.7,61,27.9,-1.5,0,0,0,0,0
2022,"Arizona State","Big 12",-4.1,82,56,30.5,25,35.7,1.1,0,0,0,0,0
2022,"San José State","Mountain West",-4.3,83,101,19.1,95,21.6,-1.8,0,0,0,0,0
2022,"San Diego State","Mountain West",-4.4,84,122,15.1,97,21.1,1.5,0,0,0,0,0
2022,"Ohio","Mid-American",-4.6,85,49,31.6,26,35.2,-1,0,0,0,0,0
2022,"Vanderbilt","SEC",-4.7,86,58,29.9,36,33.4,-1.2,0,0,0,0,0
2022,"Tulsa","American Athletic",-6.1,87,44,32.7,12,38.5,-0.3,0,0,0,0,0
2022,"Georgia Southern","Sun Belt",-6.4,88,35,34.3,8,40.3,-0.4,0,0,0,0,0
2022,"Middle Tennessee","Conference USA",-6.9,89,71,25.6,37,33.3,0.8,0,0,0,0,0
2022,"Eastern Michigan","Mid-American",-7.1,90,85,24,40,32.4,1.3,0,0,0,0,0
2022,"Florida Atlantic","American Athletic",-7.1,90,81,24.4,46,30.4,-1.1,0,0,0,0,0
2022,"Indiana","Big Ten",-7.1,90,58,29.9,22,36.6,-0.4,0,0,0,0,0
2022,"Navy","American Athletic",-7.2,93,106,18.2,84,24.4,-1.1,0,0,0,0,0
2022,"Stanford","ACC",-7.2,93,71,25.6,32,34.2,1.5,0,0,0,0,0
2022,"Virginia","ACC",-9,95,116,16.2,84,24.4,-0.7,0,0,0,0,0
2022,"Rutgers","Big Ten",-9.1,96,113,16.4,79,25.2,-0.3,0,0,0,0,0
2022,"Buffalo","Mid-American",-9.2,97,79,25,28,35,0.8,0,0,0,0,0
2022,"Virginia Tech","ACC",-9.5,98,125,13.5,91,22.8,-0.3,0,0,0,0,0
2022,"UTEP","Conference USA",-10.7,99,96,20.8,38,32.7,1.2,0,0,0,0,0
2022,"Wyoming","Mountain West",-10.8,100,123,14.9,70,26.2,0.5,0,0,0,0,0
2022,"Texas State","Sun Belt",-11.5,101,109,17.4,52,29.5,0.7,0,0,0,0,0
2022,"Georgia Tech","ACC",-11.8,102,103,18.8,52,29.5,-1.1,0,0,0,0,0
2022,"UNLV","Mountain West",-11.9,103,96,20.8,33,34.1,1.3,0,0,0,0,0
2022,"Miami (OH)","Mid-American",-12.7,104,128,8.6,94,22.1,0.7,0,0,0,0,0
2022,"Temple","American Athletic",-12.9,105,114,16.3,59,28.6,-0.5,0,0,0,0,0
2022,"Old Dominion","Sun Belt",-13,106,111,16.9,55,29.3,-0.6,0,0,0,0,0
2022,"Arkansas State","Sun Belt",-13,106,89,23.7,12,38.5,1.8,0,0,0,0,0
2022,"Kent State","Mid-American",-13.1,108,71,25.6,18,37.9,-0.7,0,0,0,0,0
2022,"Utah State","Mountain West",-13.3,109,75,25.4,12,38.5,-0.2,0,0,0,0,0
2022,"Northwestern","Big Ten",-13.4,110,110,17,59,28.6,-1.7,0,0,0,0,0
2022,"Central Michigan","Mid-American",-14,111,102,19,41,32.2,-0.8,0,0,0,0,0
2022,"UConn","FBS Independents",-14.6,112,124,14.2,61,27.9,-0.9,0,0,0,0,0
2022,"Ball State","Mid-American",-14.9,113,117,16,47,30.1,-0.7,0,0,0,0,0
2022,"Boston College","ACC",-14.9,113,99,20.4,35,33.8,-1.5,0,0,0,0,0
2022,"Rice","American Athletic",-15.2,115,94,23.1,21,36.9,-1.4,0,0,0,0,0
2022,"New Mexico State","Conference USA",-15.4,116,126,12,72,26,-1.4,0,0,0,0,0
2022,"UL Monroe","Sun Belt",-15.7,117,91,23.2,11,39,0.2,0,0,0,0,0
2022,"Charlotte","American Athletic",-16.4,118,85,24,10,39.2,-1.2,0,0,0,0,0
2022,"South Florida","American Athletic",-17,119,38,34.1,1,50.3,-0.8,0,0,0,0,0
2022,"Western Michigan","Mid-American",-17.3,120,127,11.2,65,27.3,-1.1,0,0,0,0,0
2022,"Louisiana Tech","Conference USA",-17.8,121,60,29.6,2,47,-0.4,0,0,0,0,0
2022,"Bowling Green","Mid-American",-18.1,122,88,23.8,7,40.6,-1.2,0,0,0,0,0
2022,"Northern Illinois","Mid-American",-18.8,123,77,25.3,4,43.1,-1,0,0,0,0,0
2022,"Colorado","Big 12",-20.4,124,85,24,3,45,0.7,0,0,0,0,0
2022,"Colorado State","Mountain West",-22.2,125,129,7.8,56,29,-1,0,0,0,0,0
2022,"Nevada","Mountain West",-22.4,126,119,15.9,19,37.8,-0.5,0,0,0,0,0
2022,"Akron","Mid-American",-23.4,127,112,16.7,12,38.5,-1.6,0,0,0,0,0
2022,"Hawai'i","Mountain West",-24.7,128,120,15.8,9,39.4,-1.1,0,0,0,0,0
2022,"Florida International","Conference USA",-25.5,129,104,18.4,5,42.3,-1.6,0,0,0,0,0
2022,"New Mexico","Mountain West",-26.9,130,131,6,42,31.9,-1,0,0,0,0,0
2022,"Massachusetts","FBS Independents",-30.3,131,130,7.5,23,36.4,-1.4,0,0,0,0,0
2022,"nationalAverages","Unknown",0.814503816793893,65,65,27.769465648855,65,26.9595419847328,0.000763358778625954,1,1,1,1,0
2023,"Michigan","Big Ten",31.3,1,12,36.6,133,7.2,1.8,0,0,0,0,0
2023,"Georgia","SEC",31.2,2,4,41.5,129,12.2,1.9,0,0,0,0,0
2023,"Oregon","Big Ten",26.2,3,1,45,118,18.2,-0.5,0,0,0,0,0
2023,"Ohio State","Big Ten",25.2,4,34,31.5,132,7.8,1.5,0,0,0,0,0
2023,"Penn State","Big Ten",23.5,5,29,32.7,130,10.5,1.3,0,0,0,0,0
2023,"Texas","SEC",23.2,6,6,39.3,121,17.7,1.6,0,0,0,0,0
2023,"Alabama","SEC",23.1,7,11,36.8,126,15.6,2,0,0,0,0,0
2023,"Notre Dame","FBS Independents",20.1,8,14,36.3,124,16.7,0.5,0,0,0,0,0
2023,"Florida State","ACC",19.4,9,22,34.1,125,16.5,1.8,0,0,0,0,0
2023,"Missouri","SEC",19.3,10,13,36.5,120,18,0.8,0,0,0,0,0
2023,"LSU","SEC",19.1,11,2,44.6,82,25,-0.5,0,0,0,0,0
2023,"Ole Miss","SEC",18.4,12,14,36.3,111,19.2,1.3,0,0,0,0,0
2023,"Washington","Big Ten",16.4,13,5,40.3,84,24.7,0.8,0,0,0,0,0
2023,"Tennessee","SEC",16.2,14,18,34.9,111,19.2,0.6,0,0,0,0,0
2023,"Kansas State","Big 12",16.2,14,7,38.9,101,21.8,-0.8,0,0,0,0,0
2023,"Texas A&M","SEC",15.6,16,20,34.5,114,18.8,-0.1,0,0,0,0,0
2023,"Oklahoma","SEC",15,17,8,38.5,96,22.6,-1,0,0,0,0,0
2023,"Arizona","Big 12",14.1,18,9,37.3,93,23.1,-0.2,0,0,0,0,0
2023,"Oregon State","Pac-12",12.6,19,26,33.2,98,22.3,1.7,0,0,0,0,0
2023,"James Madison","Sun Belt",11.8,20,19,34.6,91,23.7,1,0,0,0,0,0
2023,"Maryland","Big Ten",11,21,56,28.3,123,17.6,0.4,0,0,0,0,0
